City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
123,Rio Preto Da Eva,BR,-2.6994,-59.6997,82.67,74,100,3.8,2023-04-19 19:40:28
124,Dudinka,RU,69.4058,86.1778,-7.19,100,99,4.45,2023-04-19 19:40:29
125,Port Macquarie,AU,-31.4333,152.9167,58.89,91,54,3.22,2023-04-19 19:40:30
126,Ribeira Grande,PT,38.5167,-28.7,58.77,77,40,13.8,2023-04-19 19:39:47
127,Ketchikan,US,55.3422,-131.6461,54.07,37,20,13.8,2023-04-19 19:35:38
128,Lihue,US,21.9789,-159.3672,78.37,69,20,8.05,2023-04-19 19:39:42
129,Gisborne,NZ,-38.6533,178.0042,60.48,83,13,7.07,2023-04-19 19:40:35
130,Vadso,NO,70.0744,29.7487,41.88,75,75,18.41,2023-04-19 19:40:36
131,Magole,TZ,-6.3667,37.3667,70.21,96,100,1.25,2023-04-19 19:40:37
132,Totness,SR,5.8833,-56.3167,81.75,74,48,10.76,2023-04-19 19:40:38
133,Yoko,CM,5.5333,12.3167,69.67,87,100,1.36,2023-04-19 19:40:40
134,Kemijarvi,FI,66.7131,27.4306,34.74,100,100,4.88,2023-04-19 19:40:41
135,Mount Gambier,AU,-37.8333,140.7667,53.29,83,99,4.47,2023-04-19 19:40:42
136,El Matama,SD,16.7095,33.3565,88.54,7,0,10.45,2023-04-19 19:40:43
137,Kavaratti,IN,10.5669,72.642,82.89,75,3,8.37,2023-04-19 19:40:45
138,Port Douglas,AU,-16.4833,145.4667,75.02,84,21,6.24,2023-04-19 19:40:46
139,Makokou,GA,0.5738,12.8642,74.39,85,99,1.77,2023-04-19 19:40:47
140,Ji'An,CN,27.1172,114.9793,68.94,95,2,0.87,2023-04-19 19:40:48
141,Vilyuchinsk,RU,52.9306,158.4028,35.87,80,100,7.54,2023-04-19 19:40:50
142,Alto Parana,BR,-23.1289,-52.3189,67.05,72,0,11.23,2023-04-19 19:40:51
143,Susuman,RU,62.7833,148.1667,12.27,95,100,5.12,2023-04-19 19:40:52
144,Tokar,SD,18.4254,37.729,77.36,68,0,6.11,2023-04-19 19:40:53
145,Geraldton,AU,-28.7667,114.6,64.81,48,42,9.22,2023-04-19 19:40:54
146,Ebon,MH,4.582,168.6964,82.29,80,79,14.88,2023-04-19 19:42:27
147,Filiatra,GR,37.15,21.5833,54.75,79,11,11.05,2023-04-19 19:42:28
148,Banda Aceh,ID,5.5577,95.3222,80.69,80,95,8.59,2023-04-19 19:42:29
149,Kigorobya,UG,1.6162,31.3089,69.49,79,100,5.86,2023-04-19 19:42:31
150,Abu Tij,EG,27.0441,31.319,89.74,13,100,4.27,2023-04-19 19:42:32
151,Tshabong,BW,-26.05,22.45,69.33,24,11,9.84,2023-04-19 19:42:34
152,Keetmanshoop,NA,-26.5833,18.1333,75.76,29,98,4.23,2023-04-19 19:42:35
153,Auki,SB,-8.7676,160.7034,76.64,81,11,1.79,2023-04-19 19:42:36
154,Kerikeri,NZ,-35.2268,173.9474,67.91,97,90,3.0,2023-04-19 19:42:37
155,Cockburn Town,TC,21.4612,-71.1419,78.93,76,0,12.12,2023-04-19 19:42:39
156,Sidney,AU,-33.8679,151.2073,65.62,84,75,23.02,2023-04-19 19:39:52
157,Bima,ID,-8.4667,118.7167,77.18,92,92,4.43,2023-04-19 19:42:41
158,Kokstad,ZA,-30.5472,29.4241,56.73,28,0,4.85,2023-04-19 19:42:43
159,Quellon,CL,-43.1167,-73.6167,57.45,100,100,4.61,2023-04-19 19:42:45
160,Ambon,ID,-3.6954,128.1814,77.14,94,20,5.75,2023-04-19 19:42:37
161,Margate,GB,51.3813,1.3862,49.89,76,0,10.0,2023-04-19 19:42:47
162,Hamilton,US,39.1834,-84.5333,80.62,34,40,11.5,2023-04-19 19:41:50
163,Farah,AF,32.5,62.5,56.23,33,0,4.23,2023-04-19 19:42:50
164,San Patricio,US,28.017,-97.5169,81.88,64,97,18.81,2023-04-19 19:42:51
165,Talnakh,RU,69.4865,88.3972,1.13,93,97,5.97,2023-04-19 19:42:52
166,Chibougamau,CA,49.9168,-74.3659,28.02,69,100,10.36,2023-04-19 19:40:03
167,Laguna,US,38.421,-121.4238,63.43,45,0,8.05,2023-04-19 19:42:55
168,Nikel,RU,69.4128,30.222,41.18,85,100,17.13,2023-04-19 19:42:56
169,Beykonak,TR,36.3257,30.303,60.96,76,0,3.51,2023-04-19 19:42:57
170,Poronaysk,RU,49.2167,143.1167,36.18,74,8,2.68,2023-04-19 19:42:58
171,Nova Sintra,CV,14.8667,-24.7167,68.29,77,75,15.39,2023-04-19 19:42:59
172,Ilha De Mocambique,MZ,-15.0342,40.7358,80.47,74,16,13.2,2023-04-19 19:43:01
173,Pedernales,DO,18.0384,-71.744,83.14,62,27,4.99,2023-04-19 19:43:02
174,Ugoofaaru,MV,5.6667,73.0,82.85,75,21,3.11,2023-04-19 19:43:03
175,Morshansk,RU,53.4435,41.8107,50.49,47,100,5.46,2023-04-19 19:43:05
176,Tual,ID,-5.6667,132.75,82.69,74,30,11.5,2023-04-19 19:40:42
177,Mohr,DE,54.3528,9.7167,48.34,56,20,11.5,2023-04-19 19:43:07
178,Flying Fish Cove,CX,-10.4217,105.6791,79.97,80,90,18.39,2023-04-19 19:43:08
179,Guichon,UY,-32.35,-57.2,59.4,52,72,14.0,2023-04-19 19:43:10
180,Soufriere,LC,13.8562,-61.0566,85.66,67,20,23.02,2023-04-19 19:43:11
181,Ancud,CL,-41.8697,-73.8203,58.51,87,92,5.77,2023-04-19 19:40:27
182,Lebu,CL,-37.6167,-73.65,58.19,82,93,20.0,2023-04-19 19:43:13
183,Bahia Blanca,AR,-38.7196,-62.2724,68.07,44,0,8.03,2023-04-19 19:40:08
184,Zaxo,IQ,37.1482,42.7001,68.52,43,99,6.24,2023-04-19 19:43:16
185,Rumoi,JP,43.9344,141.6428,42.57,86,100,5.91,2023-04-19 19:43:18
186,Santa Ana De Yacuma,BO,-13.75,-65.4333,91.35,58,75,11.5,2023-04-19 19:43:19
187,Murzuq,LY,25.9155,13.9184,74.07,15,0,10.13,2023-04-19 19:43:20
188,Sitka,US,57.0531,-135.33,49.89,46,40,6.91,2023-04-19 19:43:21
189,Pacific Grove,US,36.6177,-121.9166,62.55,62,0,9.22,2023-04-19 19:41:45
190,Vernon,CA,50.2581,-119.2691,54.75,44,100,2.3,2023-04-19 19:42:29
191,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,88,98,25.14,2023-04-19 19:41:52
192,Zaozersk,RU,69.4005,32.4476,37.17,93,100,18.92,2023-04-19 19:44:26
193,Qaqortoq,GL,60.7167,-46.0333,33.39,89,85,3.53,2023-04-19 19:44:28
194,Tiznit,MA,29.5833,-9.5,59.04,77,50,6.85,2023-04-19 19:44:29
195,Hualien City,TW,23.9769,121.6044,77.22,80,100,4.07,2023-04-19 19:44:31
196,Edmond,US,35.6528,-97.4781,86.92,49,37,15.99,2023-04-19 19:44:32
197,Albina,SR,5.5,-54.05,81.1,78,99,6.13,2023-04-19 19:44:33
198,Mountain Home,US,43.133,-115.6912,49.42,33,20,7.0,2023-04-19 19:41:20
199,Birao,CF,10.2849,22.7882,90.18,12,65,5.53,2023-04-19 19:44:36
200,Lethem,GY,3.3803,-59.7968,93.16,40,95,7.67,2023-04-19 19:44:37
201,Lumphat,KH,13.4878,106.9816,78.73,79,0,0.63,2023-04-19 19:44:38
202,Shalqar,KZ,47.8333,59.6,50.23,37,92,6.06,2023-04-19 19:48:46
203,San Antonio De Pale,GQ,-1.4014,5.6325,83.35,81,98,11.59,2023-04-19 19:48:48
204,Bontang,ID,0.1333,117.5,79.2,83,100,1.5,2023-04-19 19:48:49
205,Isafjordur,IS,66.0755,-23.124,46.02,95,100,3.56,2023-04-19 19:48:50
206,Keflavik,IS,64.0049,-22.5624,51.71,100,100,23.02,2023-04-19 19:48:52
207,Swakopmund,NA,-22.6833,14.5333,66.65,71,5,7.14,2023-04-19 19:48:53
208,Moab,US,38.5733,-109.5498,50.61,35,93,14.41,2023-04-19 19:48:54
209,Chui,UY,-33.6971,-53.4616,57.72,69,74,11.03,2023-04-19 19:48:56
210,Chagoda,RU,59.164,35.3285,40.28,90,15,4.99,2023-04-19 19:48:57
211,Leava,WF,-14.3,-178.1667,83.39,72,100,10.51,2023-04-19 19:48:59
212,Peace River,CA,56.2501,-117.286,46.71,53,75,11.5,2023-04-19 19:49:00
213,Greenville,US,35.6127,-77.3663,84.36,28,0,6.91,2023-04-19 19:49:01
214,Zhenlai,CN,45.8495,123.2973,45.36,28,100,21.83,2023-04-19 19:49:03
215,Lazaro Cardenas,MX,17.9583,-102.2,84.09,58,39,12.19,2023-04-19 19:49:04
216,Cooper'S Town,BS,26.8667,-77.5167,74.19,69,100,14.85,2023-04-19 19:49:05
217,Serhiyivka,UA,46.0272,30.3768,50.65,93,100,8.9,2023-04-19 19:49:07
218,Port Alfred,ZA,-33.5906,26.891,78.96,40,78,9.33,2023-04-19 19:49:08
219,Bytow,PL,54.1706,17.4919,40.21,90,99,12.19,2023-04-19 19:49:09
220,Amursk,RU,50.2261,136.8994,37.6,93,100,2.84,2023-04-19 19:46:02
221,Aasiaat,GL,68.7098,-52.8699,16.59,81,89,6.51,2023-04-19 19:49:12
222,Asau,RO,46.4333,26.4,49.28,93,86,4.32,2023-04-19 19:49:13
223,Taguatinga,BR,-12.3857,-46.5711,82.92,66,94,2.35,2023-04-19 19:49:14
224,Battagram,PK,34.6772,73.0233,55.56,85,99,3.18,2023-04-19 19:49:16
225,Trairi,BR,-3.2778,-39.2689,79.41,91,100,4.63,2023-04-19 19:46:03
226,Mabai,CN,23.0128,104.4508,62.85,81,0,2.39,2023-04-19 19:49:18
227,Kone,NC,-21.0595,164.8658,71.51,89,2,0.58,2023-04-19 19:49:20
228,Reggane,DZ,26.7158,0.1714,87.17,12,0,12.33,2023-04-19 19:49:21
229,Turbat,PK,26.0023,63.044,80.92,39,13,5.73,2023-04-19 19:49:22
230,Luderitz,NA,-26.6481,15.1594,61.5,77,100,7.47,2023-04-19 19:49:24
231,Magadan,RU,59.5667,150.8,26.37,76,100,10.76,2023-04-19 19:49:25
232,Sinop,TR,41.7711,34.8709,49.77,91,92,4.25,2023-04-19 19:49:27
233,I-N-Salah,DZ,27.1935,2.4607,85.62,17,5,8.55,2023-04-19 19:49:28
234,Vanimo,PG,-2.6741,141.3028,77.22,90,100,4.21,2023-04-19 19:49:29
235,Shingu,JP,33.7333,135.9833,63.5,98,100,2.89,2023-04-19 19:45:54
236,Saint-Pierre,RE,-21.3393,55.4781,76.68,78,0,6.91,2023-04-19 19:49:32
237,Revda,RU,56.801,59.9303,34.61,68,99,3.51,2023-04-19 19:49:33
238,Kisanga,TZ,-7.4362,37.7034,73.27,94,100,2.53,2023-04-19 19:49:34
239,Banjarmasin,ID,-3.3244,114.591,77.14,95,96,2.15,2023-04-19 19:49:35
240,Prince Rupert,CA,54.3161,-130.3201,50.09,48,0,17.27,2023-04-19 19:50:37
241,Aykhal,RU,66.0,111.5,2.84,100,100,5.44,2023-04-19 19:50:38
242,Concepcion,CL,-36.827,-73.0498,67.8,60,0,11.5,2023-04-19 19:50:39
243,Dalandzadgad,MN,43.5708,104.425,36.68,12,91,8.08,2023-04-19 19:50:40
244,Saipan,MP,15.1355,145.701,79.5,100,40,12.66,2023-04-19 19:50:42
245,Mokhsogollokh,RU,61.4681,128.9203,23.67,94,100,6.4,2023-04-19 19:50:43
246,Namibe,AO,-15.1961,12.1522,78.17,71,45,5.93,2023-04-19 19:50:44
247,Nea Alikarnassos,GR,35.3333,25.1667,59.83,61,20,9.22,2023-04-19 19:50:45
248,Tarasovskiy,RU,48.7292,40.3636,55.36,61,99,15.77,2023-04-19 19:50:46
249,Kourou,GF,5.1552,-52.6478,77.05,91,96,8.32,2023-04-19 19:50:48
250,Chonchi,CL,-42.6128,-73.8092,63.61,97,100,1.63,2023-04-19 19:50:49
251,East London,ZA,-33.0153,27.9116,80.35,32,10,9.64,2023-04-19 19:50:50
252,Yanam,IN,16.7333,82.2167,76.37,88,10,2.26,2023-04-19 19:50:51
253,Rio Grande,BR,-32.035,-52.0986,59.11,53,100,17.65,2023-04-19 19:50:52
254,Kiunga,PG,-6.1219,141.2906,71.26,100,91,0.29,2023-04-19 19:50:54
255,Summerlin South,US,36.1027,-115.3811,62.19,15,1,4.0,2023-04-19 19:50:55
256,Howard Springs,AU,-12.497,131.047,71.51,72,7,2.66,2023-04-19 19:50:56
257,Kalininsk,RU,51.5,44.4758,48.11,49,94,7.94,2023-04-19 19:50:57
258,Crucecita,AR,-28.95,-58.9833,76.24,31,9,14.92,2023-04-19 19:50:58
259,Valdivia,CL,-39.8142,-73.2459,62.69,61,100,3.67,2023-04-19 19:50:59
260,Katsuren-Haebaru,JP,26.3369,127.8719,75.22,94,100,8.05,2023-04-19 19:51:01
261,Kingston,JM,17.997,-76.7936,85.15,77,40,18.41,2023-04-19 19:48:56
262,Buta,CD,2.7858,24.73,75.24,78,100,1.03,2023-04-19 19:51:03
263,Atar,MR,20.5169,-13.0499,82.78,17,100,7.61,2023-04-19 19:51:04
264,Horta,PT,38.5333,-28.6333,57.02,71,40,13.8,2023-04-19 19:47:57
265,Fort St. John,CA,56.2499,-120.8529,39.09,65,100,5.75,2023-04-19 19:51:07
266,Port Isabel,US,26.0734,-97.2086,84.29,73,100,19.57,2023-04-19 19:51:08
267,Iskateley,RU,67.6803,53.1512,32.22,98,100,16.69,2023-04-19 19:51:10
268,Micheweni,TZ,-4.9667,39.8333,79.84,84,94,11.41,2023-04-19 19:51:11
269,Kapiri Mposhi,ZM,-13.9652,28.6809,61.21,88,31,4.99,2023-04-19 19:51:13
270,Invercargill,NZ,-46.4,168.35,53.02,82,95,1.99,2023-04-19 19:47:38
271,Nadym,RU,65.5333,72.5167,3.88,90,74,5.39,2023-04-19 19:51:15
272,Tura,IN,25.5198,90.2201,79.43,68,72,8.9,2023-04-19 19:51:17
273,Buchanan,LR,5.8808,-10.0467,80.56,86,92,6.87,2023-04-19 19:51:18
274,Colonia,DE,50.9333,6.95,52.95,39,0,8.05,2023-04-19 19:51:19
275,Yatou,CN,37.15,122.3833,52.95,92,69,10.4,2023-04-19 19:51:21
276,Todos Santos,MX,23.45,-110.2167,68.67,77,100,10.92,2023-04-19 19:51:22
277,Usinsk,RU,65.9939,57.5281,28.87,97,100,13.11,2023-04-19 19:51:24
278,Belyy Yar,RU,53.6039,91.3903,22.89,68,0,4.47,2023-04-19 19:51:25
279,Jonuta,MX,18.0833,-92.1333,102.99,22,98,5.55,2023-04-19 19:51:26
280,Partur,IN,19.6,76.2167,88.7,26,13,9.69,2023-04-19 19:51:27
281,Tromso,NO,69.6496,18.957,42.82,87,75,12.66,2023-04-19 19:49:08
282,La Passe,FR,45.5549,-0.8967,64.63,68,0,9.42,2023-04-19 19:51:30
283,Sibolga,ID,1.7427,98.7792,77.27,89,86,2.66,2023-04-19 19:51:31
284,Lospalos,TL,-8.5186,127.0025,69.94,89,54,5.77,2023-04-19 19:51:32
285,Baturaja,ID,-4.1333,104.1667,73.78,99,100,1.14,2023-04-19 19:52:33
286,Terenozek,KZ,45.05,64.9833,48.72,25,70,9.48,2023-04-19 19:52:35
287,Antonio Enes,MZ,-16.2325,39.9086,76.91,76,25,6.11,2023-04-19 19:52:36
288,Nago,JP,26.5881,127.9761,74.25,88,100,11.86,2023-04-19 19:52:37
289,Dolbeau-Mistassini,CA,48.8763,-72.212,41.65,58,100,10.31,2023-04-19 19:52:38
290,Namsos,NO,64.4662,11.4957,46.31,66,100,0.0,2023-04-19 19:52:40
291,Palikir - National Government Center,FM,6.9248,158.1611,75.94,94,100,10.36,2023-04-19 19:52:41
292,Northam,GB,51.0333,-4.2167,55.38,76,21,18.77,2023-04-19 19:52:42
293,Cambria,US,35.5641,-121.0808,64.56,76,18,4.0,2023-04-19 19:52:43
294,Midvagur,FO,62.0511,-7.1939,45.43,81,1,5.75,2023-04-19 19:52:44
